7,10,0,8月27日
8,22,22,8月26日
3,9,2,8月24日
2,5,0,8月24日
10,15,2,8月24日
13,16,1,8月24日
10,2,0,8月24日
6,8,0,8月23日
6,2,1,8月23日
5,2,0,8月23日
27,4,16,8月23日
5,8,1,8月22日
2,2,0,8月22日
6,0,0,8月22日
3,4,0,8月21日
5,44,2,8月21日
6,8,0,8月21日
4,10,0,8月20日
8,3,0,8月20日
14,3,11,8月20日
9,9,1,8月20日
6,3,0,8月17日
7,10,1,8月17日
5,7,2,8月17日
20,7,3,8月17日
6,7,0,8月16日
243,108,287,8月16日
15,8,0,8月16日
5,7,0,8月15日
8,5,1,8月15日
9,6,1,8月15日
6,18,1,8月14日
8,3,0,8月14日
7,12,4,8月13日
12,0,0,8月13日
8,7,0,8月10日
8,5,0,8月10日
12,20,1,8月10日
4,0,0,8月10日
8,2,0,8月10日
8,2,2,8月10日
11,10,0,8月9日
9,4,0,8月9日
15,6,0,8月9日
4,1,0,8月9日
5,13,1,8月8日
6,7,0,8月8日
5,9,1,8月8日
4,3,0,8月8日
11,4,0,8月7日
8,12,0,8月7日
6,6,1,8月7日
3,2,0,8月7日
5,1,0,8月6日
5,10,0,8月6日
5,5,0,8月6日
11,7,0,8月3日
4,5,0,8月3日
2,5,0,8月3日
10,0,0,8月3日
11,5,1,8月2日
39,22,20,8月2日
5,8,2,8月2日
11,0,1,8月2日
6,46,9,8月1日
11,12,0,8月1日
5,4,0,8月1日
7,2,0,8月1日
9,6,0,7月31日
6,3,3,7月31日
4,3,0,7月31日
9,20,1,7月30日
9,0,0,7月30日
11,1,2,7月30日
11,5,0,7月27日
10,4,4,7月27日
16,7,2,7月27日
9,1,2,7月27日
9,0,1,7月27日
13,2,6,7月26日
12,9,1,7月26日
6,3,1,7月26日
38,13,60,7月25日
10,17,3,7月25日
7,0,0,7月25日
3,3,0,7月24日
49,151,255,7月24日
4,0,0,7月24日
5,2,0,7月24日
8,3,0,7月24日
11,3,0,7月23日
15,33,6,7月23日
9,6,0,7月23日
6,6,0,7月23日
2,3,1,7月20日
1,3,0,7月20日
12,1,0,7月20日
14,3,23,7月20日
4,5,0,7月19日
6,1,0,7月19日
12,1,0,7月19日
10,20,3,7月18日
6,2,1,7月18日
10,21,1,7月18日
6,1,0,7月18日
28,132,116,7月17日
8,6,2,7月17日
2,14,0,7月17日
125,23,25,7月17日
6,12,1,7月16日
12,9,1,7月16日
19,5,3,7月16日
5,3,0,7月13日
4,4,1,7月13日
10,4,1,7月13日
7,2,0,7月13日
4,0,0,7月12日
5,0,0,7月12日
8,3,1,7月12日
8,4,9,7月12日
5,8,0,7月11日
2,1,0,7月11日
2,4,5,7月11日
7,2,1,7月11日
9,4,7,7月11日
9,1,4,7月10日
67,234,328,7月10日
12,1,0,7月10日
10,0,0,7月10日
12,6,1,7月9日
10,0,0,7月9日
12,1,1,7月9日
12,2,0,7月7日
9,2,0,7月6日
5,2,0,7月6日
7,0,0,7月6日
38,13,66,7月6日
5,6,0,7月5日
9,33,2,7月5日
6,1,1,7月4日
8,0,0,7月4日
4,3,1,7月4日
8,21,0,7月4日
11,7,3,7月3日
6,5,0,7月3日
9,18,3,7月3日
14,20,2,7月2日
4,4,0,7月2日
9,15,0,7月2日
8,17,2,6月29日
9,1,0,6月29日
4,3,2,6月29日
5,2,0,6月29日
8,3,0,6月29日
17,6,27,6月29日
9,7,0,6月28日
40,7,2,6月28日
14,39,1,6月28日
17,18,1,6月28日
6,9,1,6月27日
36,12,2,6月27日
15,25,5,6月27日
9,3,0,6月27日
6,4,1,6月26日
12,26,2,6月26日
9,2,0,6月21日
13,5,1,6月21日
8,3,0,6月20日
15,4,0,6月20日
13,1,1,6月20日
10,4,5,6月20日
7,4,1,6月19日
9,4,0,6月19日
11,27,1,6月19日
15,34,1,6月19日
19,24,1,6月21日
9,2,0,6月21日
13,5,1,6月21日
8,3,0,6月20日
15,4,0,6月20日
13,1,1,6月20日
10,4,5,6月20日
7,4,1,6月19日
9,4,0,6月19日
11,27,1,6月19日
15,34,1,6月19日
42,206,100,6月18日
38,65,5,6月18日
45,10,5,6月18日
7,0,1,6月17日
39,3,0,6月17日
24,8,8,6月16日
17,6,4,6月16日
13,0,0,6月15日
14,0,2,6月15日
19,8,1,6月15日
18,0,0,6月14日
110,149,5874,6月12日
35,13,31,6月12日
778,584,1558948,6月11日
41,23,9,6月11日
88,65,137,6月10日
43,32,45,6月9日
49,54,21,6月8日
19,42,11,6月8日
154,108,252,6月8日
13,17,0,6月7日
20,6,0,6月7日
2,2,1,6月7日
22,1,2,6月7日
18,0,0,6月7日
9,4,0,6月6日
12,3,1,6月6日
12,6,0,6月6日
13,5,0,6月6日
56,15,14,6月6日
14,8,0,6月5日
19,23,9,6月5日
15,7,1,6月5日
9,4,2,6月5日
11,17,2,6月4日
0,1,1,6月4日
0,2,0,6月4日
0,3,0,6月4日
32,15,3,6月4日
13,18,1,6月4日
21,9,1,6月4日
15,16,4,6月1日
5,7,2,6月1日
384,282,739,6月1日
276,71,633,6月1日
10,1,0,6月1日
44,66,66,6月1日
34,4,0,6月1日
10,14,2,5月31日
20,12,5,5月31日
297,44,50,5月31日
11,12,1,5月30日
12,1,2,5月30日
9,8,1,5月30日
6,4,0,5月29日
21,92,75,5月29日
9,18,1,5月29日
14,2,1,5月29日
11,12,2,5月28日
24,13,2,5月28日
19,7,0,5月28日
14,6,1,5月28日
30,9,0,5月26日
14,26,2,5月25日
17,3,2,5月25日
5,4,0,5月25日
23,17,4,5月25日
16,3,4,5月25日
11,3,2,5月24日
615,95,276,5月23日
13,19,15,5月22日
21,2,1,5月22日
39,19,7,5月22日
17,2,2,5月22日
6,16,1,5月22日
100,22,17,5月22日
12,4,1,5月21日
15,17,1,5月21日
22,12,1,5月21日
46,64,87,5月21日
17,13,92,5月21日
26,9,3,5月21日
71,75,73,5月21日
997,1323,1948,5月20日
17,4,0,5月18日
10,2,0,5月18日
135,65,55,5月18日
10,1,0,5月18日
10,12,0,5月17日
15,7,0,5月17日
26,5,0,5月17日
20,14,0,5月17日
9,30,1,5月16日
27,8,3,5月16日
19,20,1,5月15日
13,3,2,5月15日
1819,594,1211,5月15日
13,11,2,5月14日
20,1,0,5月14日
21,2,1,5月14日
17,8,0,5月14日
22,7,0,5月13日
21,17,1,5月11日
25,41,3,5月11日
7,6,0,5月11日
8,23,0,5月11日
21,10,4,5月11日
13,11,0,5月10日
26,8,1,5月10日
45,26,72,5月10日
17,10,1,5月9日
26,7,3,5月9日
53,9,6,5月9日
18,3,2,5月9日
24,10,2,5月9日
18,19,2,5月8日
39,13,5,5月8日
41,16,7,5月8日
17,15,0,5月7日
21,11,1,5月7日
1,1,0,5月7日
47,19,5,5月7日
66,16,10,5月7日
37,16,2,5月5日
123,56,19,5月4日
14,5,1,5月4日
1073,449,764,5月4日
7,1,1,5月4日
65,15,6,5月4日
51,21,1,5月2日
78,5,4,5月1日
1339,547,873,4月29日
90,24,7,4月28日
62,24,16,4月28日
52,14,3,4月28日
17,15,4,4月28日
16,35,4,4月27日
42,18,2,4月27日
48,25,5,4月27日
12,7,0,4月27日
31,48,26,4月27日
81,107,57,4月26日
81,57,107,4月26日
38,19,115,4月26日
34,27,3,4月26日
36,38,12,4月26日
32,29,5,4月25日
4429,4854,11713,4月25日
2788,219,4111,4月25日
125,49,199,4月25日
23,38,3,4月24日
43,20,6,4月24日
124,38,50,4月24日
24,18,0,4月23日
23,6,1,4月23日
41,28,5,4月23日
27,13,2,4月23日
39,24,39,4月23日
30,4,3,4月22日
18,23,3,4月20日
11,3,1,4月20日
6,1,0,4月20日
542,194,495,4月20日
19,4,4,4月20日
1207,732,1124,4月20日
10,11,1,4月20日
38,5,0,4月20日
19,15,8,4月20日
26,9,5,4月20日
19,16,2,4月19日
1,2,0,4月19日
12,11,0,4月19日
14,7,6,4月19日
16,11,2,4月19日
22,32,11,4月19日
13,24,1,4月18日
15,75,3,4月18日
12,3,0,4月18日
21,11,0,4月18日
15,38,1,4月17日
33,9,3,4月17日
8,5,1,4月17日
12,11,0,4月16日
20,9,5,4月16日
29,12,0,4月16日
13,13,1,4月13日
3,8,0,4月13日
15,8,3,4月13日
5,3,2,4月13日
10,9,0,4月13日
67,59,33,4月12日
17,10,2,4月12日
88,124,73,4月12日
8,12,2,4月11日
207,125,532,4月11日
9,2,1,4月11日
36,19,7,4月11日
105,26,22,4月11日
14,13,2,4月10日
37,7,0,4月10日
10,3,1,4月10日
10,5,1,4月10日
16,16,1,4月9日
11,2,0,4月9日
7,3,2,4月9日
140,393,424,4月9日
28,17,22,4月9日
12,6,1,4月8日
1326,1036,2755,4月8日
11,15,2,4月6日
18,5,2,4月6日
24,5,1,4月6日
22,8,0,4月6日
16,18,1,4月5日
18,1,1,4月5日
31,9,4,4月5日
19,7,0,4月5日
20,24,5,4月4日
27,53,15,4月4日
21,15,0,4月4日
35,73,37,4月3日
27,17,3,4月3日
30,9,0,4月3日
20,20,2,4月3日
14,24,0,4月2日
16,5,0,4月2日
14,2,6,4月2日
6,0,1,4月1日
15,37,5,3月30日
12,6,6,3月30日
38,6,3,3月30日
9,4,2,3月30日
15,11,1,3月30日
179,94,135,3月30日
10,8,0,3月30日
44,9,3,3月30日
30,17,3,3月30日
28,29,5,4月1日
6,0,1,4月1日
15,37,5,3月30日
12,6,6,3月30日
38,6,3,3月30日
9,4,2,3月30日
15,11,1,3月30日
179,94,135,3月30日
10,8,0,3月30日
44,9,3,3月30日
30,17,3,3月30日
3183,1681,3673,3月30日
23,34,10,3月29日
18,37,2,3月29日
37,17,2,3月29日
39,17,0,3月29日
23,24,12,3月29日
17,13,0,3月29日
18,41,3,3月28日
32,15,2,3月28日
50,19,4,3月28日
62,64,71,3月28日
29,40,30,3月28日
113,297,185,3月27日
22,11,1,3月27日
19,24,19,3月27日
24,17,0,3月27日
13,17,21,3月27日
22,4,0,3月27日
9,12,0,3月26日
59,19,14,3月26日
96,97,99,3月26日
21,8,2,3月26日
18,13,2,3月23日
3,5,1,3月23日
26,6,2,3月23日
27,8,12,3月23日
23,5,1,3月23日
19,13,6,3月22日
17,15,7,3月22日
20,5,1,3月22日
16,11,2,3月21日
17,12,3,3月21日
22,4,1,3月21日
57,15,6,3月21日
33,8,0,3月21日
11,7,0,3月20日
24,4,1,3月20日
24,11,23,3月20日
22,27,45,3月20日
16,12,2,3月20日
16,19,2,3月19日
18,3,3,3月19日
33,7,0,3月19日
24,8,1,3月16日
32,4,1,3月16日
48,30,44,3月16日
6,10,0,3月16日
37,14,1,3月16日
32,26,4,3月15日
24,11,5,3月15日
36,33,9,3月15日
75,18,2,3月15日
636,1063,1984,3月14日
1017,594,2589,3月14日
51,34,8,3月14日
40,34,5,3月14日
40,15,1,3月14日
39,26,7,3月14日
55,41,10,3月14日
71,53,29,3月14日
62,24,4,3月14日
117,47,40,3月14日
57,27,6,3月14日
74,22,6,3月14日
26,18,4,3月13日
21,15,1,3月13日
28,21,0,3月13日
30,58,4,3月12日
20,11,2,3月12日
29,11,0,3月12日
35,13,1,3月12日
1755,747,1136,3月9日
14,14,0,3月9日
27,16,13,3月9日
62,70,42,3月9日
9,2,1,3月9日
23,15,2,3月9日
21,40,2,3月8日
14,2,0,3月6日
9,15,2,3月5日
6,4,0,3月5日
8,10,0,3月5日
17,54,24,3月5日
28,10,2,3月5日
34,29,5,3月2日
40,14,2,3月2日
7,17,2,3月2日
8,5,0,3月2日
17,13,1,3月6日
14,2,0,3月6日
9,15,2,3月5日
6,4,0,3月5日
8,10,0,3月5日
17,54,24,3月5日
28,10,2,3月5日
34,29,5,3月2日
40,14,2,3月2日
7,17,2,3月2日
8,5,0,3月2日
186,64,310,3月2日
28,74,2,3月1日
30,136,14,3月1日
7,1,0,3月1日
558,328,578,3月1日
205,146,162,2月28日
15,7,0,2月23日
9,2,2,2月23日
9,3,2,2月23日
9,0,0,2月14日
45,8,12,2月14日
11,3,1,2月13日
184,79,147,2月13日
42,5,13,2月13日
11,1,0,2月13日
205,48,249,2月11日
20,3,3,2月9日
4128,1322,6064,2月8日
36,46,17,2月8日
36,46,17,2月8日
68,10,0,2月4日
11,5,1,2月2日
29,1,0,2月1日
45,7,1,1月31日
25,7,2,1月26日
34,6,0,1月26日
12,5,3,1月25日
37,4,3,1月24日
48,16,2,1月23日
17,10,7,1月19日
35,20,2,1月19日
934,885,4070,1月18日
136,54,25,1月15日
1603,638,2059,1月14日
117,31,24,1月12日
147,56,16,1月12日
111,95,101,1月12日
2513,2360,3889,1月9日
13849,4836,107320,1月8日
3739,809,5696,1月6日
1846,406,1680,1月4日
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,